Comments,Target
['JESUSBring this Satanic Regime pedophiles  reprobates to nought  expose their Evil actions  deeds against Humanity  Americans to LIGHT Amen GOD bless America President Trump  his phenomenal team This Veteran loves you'],1
['cut the crap fake news'],1
['There is no way possible that Trump has not sexually assaulted his daughter'],1
['He talks about his daughter being hot Creepy comment by a creepy President'],1
['happily married  WHICH wife'],1
['He was being funny CNN are such lying turds'],1
['still banging your daughter again Trump naughty naughty arent we'],1
['Cant blame him'],1
['I wouldnt blame him'],1
['hahahaha fuckin Donald hes a crazy guy and yes hes daughter is a piece of ass'],1
['The man is a freak of nature By all means'],1
['Respect people just because they have beautiful bodythis is not right'],1
['Great to see everything growth'],0
['HES A PIECE OF WORK AND THEIR BOTH DUMB AS BRICKS'],1
['CNN your home for Trump hating and race baiting'],1
['This guy is worst then Bush were all fucked'],1
['ITS UNBELIEVABLE THAT THIS MONSTER WITH HIS GLUE DOWN HAIR IS THE PRESIDENT OF THE UNITED STATES'],1
['You dont even know your own dad You helped elect a creep'],1
['You will never recover'],1
['Fuck cnn'],1
['She and her father have gone too far even for America  This is evil and no one but  Stern could get it out there  Creepy'],1
['She DOES look like Erics sister doesnt she'],0
['dam wat kind of Father talks like that  perv'],1
['What a pig Mr President Donald J Trump'],1
['Fukin Britannians'],1
['That entire Monologoue by the blond lady at the endwhat a bizarre piece of news to see in real life'],1
['FAKE NEWS'],0
['I will kill my dad if said some shit to me like that Eww so gross'],1
['Trump is a pervert and this is disgusting For a father to publicly his calling a daughter a good piece of ass and kissing her on the lips multiple times it just out of control The fucking the GOP knew this and nominated him anyway'],1
['Ivankas a nice piece of ass The morons response to Howard Stern yeah If he was not married he said he would like to date her  All you religious Trump supporters cool with this  The president of the once proud US of A wants to do this own daughter'],1
['what a sick son of a bitch'],1
['Uberwealthy entitled families have always been incestuous from the royal family in Britain to the Duponts over here And now the Trumps Long tradition among the wealthy elites for centuries'],1
['I wonder when CNN is going to talk about Hillarys emails Benghazi her cheating on the debates her physicalmental health their own biased news station how unbiased Fox News is how theyre brainwashing students into being stupid liberals by creating CNN 10 formally known as CNN Student News or anything that doesnt have to do with Trump Like seriously Trump is all they talk about Meanwhile Fox News often talks about things other than politics Just watch it for ten minutes youll see And Fox isnt biased like CNN Fox has both Republicans and Democrats in their staff'],1
['Its amazing that anyone would defend Trump on this or try and distract what he says by pointing at another persons faults Hes sick and has probably entertained the idea until he thought about the legal problems'],1
['he is big stupid man in USA'],1
['16 what tf was that  he damned near tapped her on the ass tf'],0
['Just sick'],1
['Major hypocrisy Whos the bigger sex predator Harvey Weinstien or Donald Trump Which is worse sexual harassment of an adult or a father molesting his daughter Sexual harassment vs incest I dont see an advantage on this issue for the Trump side Wasnt Steve Scalise shot and almost killed to protect Trump from his investigation Didnt Trump used to hang out with Jeffrey Epstein Doesnt Melania Trump fear her husband There is evidence of abuse or total disrespect or both'],1
['He said Sex is what he has in common with his daughtet'],0
['FakeCNN are such big fat lies between them Yall are some Sick damn Bastards Like this if u guys agree'],0
['what 70 year old would think a young woman would fancy him a narcissistic  egomaniac thats who'],1
['367 Trump loyalists dislike the truth behind there man'],1
['That chyron is so dumb trump is gross but cnn is fake fucking news'],0
['17'],0
['As a female in the US Im terrified of Trump especially now that hes president'],0
['Shes sexy as fuck'],0
['She smiles and laughs about it because shes used to it Its very bizarre to us but this is the way she was raised Its not normal and its not okay'],0
['live and let livewho cares'],0
['130 wait dafuck'],0
['make incest great again'],1
['meh shes ok 710'],1
['and all you people acting disgusted must not watch much porn huh majority of porn nowadays is incest based'],1
['This is creepy as hell and disgusting'],0
['Ivankas likely dirtiness with Donald makes me find Norah ODonnell more appealing and gorgeous in nature'],1
['Seriously can we have a blood test to determine who the real mum of Barron Trump is after Donalds comments about Ivanka'],1
['Thats disgusting'],1
['This is unbelievable'],1
['if the first thing to come to his mind is sex you know trump has been fucking ivanka'],0
['President Incest'],1
['he got power now international king is arise'],1
['just mother of internationalhow many earned did you do '],1
['Bank is enough'],0
['calm down people he is not a sexist he is a feminist  he wants to grab every womans pussy equally including his daughter'],1
['wtf'],0
['All that because of her last name'],0
['We really need Howard stern to get out to the masses  The absolute best interviewer  He makes people feel so relaxed that they spill out the real demons in their head  Everyone thinks Howard is a sicko but he is actually exposing who he is interviewing  Bravo'],1
['Trump thinks hes ceasar'],1
['lmao this makes it very obvious the media is against trump especially from how they exaggerated everythingeither that or they are desperate for publicity'],1
['oh god i need bleach'],1
['Im pretty sure Trump was kidding'],1
['Seriously WHAT THE  FUCK'],0
['eww im gonna go throw up'],1
['that was all said in cheek for shock comic value he could have used it better tho she is a straight 1010 i give the joke a 710 due to lack of subtlety and planing not bad for sper of the moment'],1
['This is unbelievably disturbing'],1
['I feel bad for his daughter'],1
['thats gross'],1
['thank god i live in cananda the usa is going hell'],1
['oh CNN Grasping at straws compared to Killary'],1
['HE HAS EVERY RIGHT TO WANT TO HAVE SEX WITH HIS DAUGHTER'],1
['RAPIST ENABLER HILLARY'],1
['well that was super gross'],1
['HOWARD SAID SHE WAS A PIECE OF ASS WHY IS IT WRONG FOR DONALD TO APPRECIATE HIS DAUGHTERS SEXUALITY YOU MEN WHO CANT DO THAT ARE HIDING MOREFOR SURE'],0
['So what if he talks abut his daughter like that men in Alabama have been banging their daughters for years and nobody says a thing'],1
['Just like Victoria Gotti its her father She is going to go with whatever Daddy says No matter how vulgar disrespectful andor morbid '],1
